Cannot delete project with {0} linked tasks. Delete tasks first.,Cannot delete project with {0} linked tasks. Delete tasks first.
Cannot delete resource with {0} active assignments. Complete or cancel them first.,Cannot delete resource with {0} active assignments. Complete or cancel them first.
Cannot delete task with {0} subtasks. Delete subtasks first.,Cannot delete task with {0} subtasks. Delete subtasks first.
Capacity,Capacity
capacity,capacity
Capacity & Rates,Capacity & Rates
Capture project structure for reuse,Capture project structure for reuse
Cascade,Cascade
Cascade Preview,Cascade Preview
Category,Category
Celebrate,Celebrate
Change,Change
Change History,Change History
Change Priority,Change Priority
Change Status,Change Status
Changes,Changes
Changes appear when fields are modified.,Changes appear when fields are modified.
Check for new versions of Orga,Check for new versions of Orga
Check for Updates,Check for Updates
Checking...,Checking...
Checklist,Checklist
Checklist item name is required,Checklist item name is required
Checklist item not found,Checklist item not found
Checklist item title is required,Checklist item title is required
Checklist item {0} not found,Checklist item {0} not found
Checklist item {0} not found in task,Checklist item {0} not found in task
Child,Child
Choose file to upload,Choose file to upload
Circular dependency detected: {0},Circular dependency detected: {0}
Circular parent-child relationship detected,Circular parent-child relationship detected
Clear,Clear
Clear all read,Clear all read
Clear date,Clear date
Click on an activity from the list to view and manage its details.,Click on an activity from the list to view and manage its details.
Click the avatar to upload a new photo,Click the avatar to upload a new photo
Click to add description...,Click to add description...
Click to add notes...,Click to add notes...
Click to assign contact,Click to assign contact
Click to change status,Click to change status
Click to change type,Click to change type
Click to edit,Click to edit
Click to edit budget,Click to edit budget
Click to edit description,Click to edit description
Click to edit end date,Click to edit end date
Click to edit milestone name,Click to edit milestone name
Click to edit rate,Click to edit rate
Click to edit start date,Click to edit start date
Click to edit title,Click to edit title
Click to load,Click to load
Click to set group dependency...,Click to set group dependency...
Click to set group...,Click to set group...
Click to view,Click to view
Click to view at-risk projects,Click to view at-risk projects
Click to view critical projects,Click to view critical projects
Click to view healthy projects,Click to view healthy projects
Client,Client
Client already has a portal user: {0},Client already has a portal user: {0}
Client already has portal access,Client already has portal access
Client has no portal user to revoke,Client has no portal user to revoke
Client link removed from project {0},Client link removed from project {0}
Client Portal,Client Portal
Client {0} deleted successfully,Client {0} deleted successfully
Close,Close
Close (Esc),Close (Esc)
Comment,Comment
comment,comment
Comment added,Comment added
Comment content is required,Comment content is required
Comment name is required,Comment name is required
Comment not found,Comment not found
Comment removed,Comment removed
Comment {0} not found in task,Comment {0} not found in task
Comments,Comments
comments,comments
Community Edition,Community Edition
Company,Company
Company name...,Company name...
Complete,Complete
Completed,Completed
completed,completed
Completed Tasks,Completed Tasks
Compliance,Compliance
Configure default values for new projects and tasks,Configure default values for new projects and tasks
Configure email notification settings,Configure email notification settings
Confirm,Confirm
Contact deleted,Contact deleted
Contact Details,Contact Details
Contact Information,Contact Information
Contact name is required,Contact name is required
Contact Support,Contact Support
Contact your project manager for more information.,Contact your project manager for more information.
Contact:,Contact:
Contacts,Contacts
Context,Context
Contractor,Contractor
Cost estimate cannot be negative,Cost estimate cannot be negative
Cost Impact,Cost Impact
Cost Summary,Cost Summary
Could not apply the template. Please try again.,Could not apply the template. Please try again.
Could not attach file to project,Could not attach file to project
Could not change task priority,Could not change task priority
Could not change task status,Could not change task status
Could not delete the project. Please try again.,Could not delete the project. Please try again.
Could not delete the task. Please try again.,Could not delete the task. Please try again.
Could not delete the template.,Could not delete the template.
Could not duplicate the task. Please try again.,Could not duplicate the task. Please try again.
Could not export the template.,Could not export the template.
Could not import the template. Please check the file format.,Could not import the template. Please check the file format.
Could not link task to milestone,Could not link task to milestone
Could not load document details.,Could not load document details.
Could not load task details,Could not load task details
Could not promote checklist item to task.,Could not promote checklist item to task.
Could not remove task from milestone,Could not remove task from milestone
Could not save budget.,Could not save budget.
Could not save changes to the milestone,Could not save changes to the milestone
Could not save changes to the task,Could not save changes to the task
Could not save description.,Could not save description.
Could not save end date.,Could not save end date.
Could not save milestone name.,Could not save milestone name.
Could not save start date.,Could not save start date.
Could not save the template. Please try again.,Could not save the template. Please try again.
Could not save title.,Could not save title.
Could not update dependency mode.,Could not update dependency mode.
Could not update milestone date,Could not update milestone date
Could not update project status.,Could not update project status.
Could not update project type.,Could not update project type.
Could not update setting.,Could not update setting.
Could not update task dates,Could not update task dates
Could not update task status,Could not update task status
Could not update the template.,Could not update the template.
Create a copy of this task,Create a copy of this task
Create Contact,Create Contact
Create Event,Create Event
Create Milestone,Create Milestone
Create New Milestone,Create New Milestone
Create New Task,Create New Task
Create Project,Create Project
Create Task,Create Task
Create tasks and milestones from a template,Create tasks and milestones from a template
Create your first project to get started.,Create your first project to get started.
Create your first task to start tracking work on this project.,Create your first task to start tracking work on this project.
Created,Created
Creating...,Creating...
Critical,Critical
Critical Path,Critical Path
"Currency used for budgets, costs, and billing rates","Currency used for budgets, costs, and billing rates"
Current,Current
Current Assignments,Current Assignments
Current scheduled time:,Current scheduled time:
Currently running version,Currently running version
d lag,d lag
Daily Availability,Daily Availability
Daily Hours,Daily Hours
Danger Zone,Danger Zone
Dark,Dark
Dashboard,Dashboard
Date,Date
Date changes on this task will show cascade impact here,Date changes on this task will show cascade impact here
Date cleared,Date cleared
Date of Joining,Date of Joining
Date updated,Date updated
Dates,Dates
Dates cascaded,Dates cascaded
Dates will be relative to the project's start date.,Dates will be relative to the project's start date.
Day,Day
day,day
days,days
Days before due date to send reminder,Days before due date to send reminder
Days Overdue,Days Overdue
Days Remaining,Days Remaining
Deadline,Deadline
Deadlines,Deadlines
Decision,Decision
Decline,Decline
Declined,Declined
Default Currency,Default Currency
Default hours per week for contact capacity planning,Default hours per week for contact capacity planning
Default Priority,Default Priority
Default Project Status,Default Project Status
Default Task Status,Default Task Status
Default task view,Default task view
Default Values,Default Values
Default Weekly Capacity,Default Weekly Capacity
Defaults,Defaults
Defect Cost Impact,Defect Cost Impact
Defect name is required,Defect name is required
Defect Type,Defect Type
Defect {0} not found,Defect {0} not found
Defects,Defects
Defects & Issues,Defects & Issues
Defects Resolved,Defects Resolved
Delayed,Delayed
Delete,Delete
Delete Activity Data,Delete Activity Data
Delete all read notifications?,Delete all read notifications?
Delete comment,Delete comment
Delete Contact,Delete Contact
Delete Event,Delete Event
Delete Event?,Delete Event?
Delete failed,Delete failed
Delete file,Delete file
Delete item,Delete item
Delete note,Delete note
Delete Project,Delete Project
Delete Task,Delete Task
Delete this project,Delete this project
Deleted,Deleted
"Deleted project ""{0}"" ({1} tasks, {2} milestones)","Deleted project ""{0}"" ({1} tasks, {2} milestones)"
Deletes notes and preferences. Source document is not affected.,Deletes notes and preferences. Source document is not affected.
Deleting...,Deleting...
Department,Department
Dependencies,Dependencies
dependencies,dependencies
Dependencies are informational only,Dependencies are informational only
dependency,dependency
Dependency already exists,Dependency already exists
Dependency Chain,Dependency Chain
Dependency created,Dependency created
Dependency mode updated,Dependency mode updated
Dependency name is required,Dependency name is required
Dependency task {0} not found,Dependency task {0} not found
Dependency {0} not found,Dependency {0} not found
depends,depends
Depends on Group,Depends on Group
Depends on task is required,Depends on task is required
depends on...,depends on...
Descending -- click to reverse,Descending -- click to reverse
Describe the defect in detail...,Describe the defect in detail...
Description,Description
Description updated,Description updated
Designation,Designation
"Detailed description of the defect, location, and impact","Detailed description of the defect, location, and impact"
Details,Details
Discard timer,Discard timer
Discussion,Discussion
Dismiss,Dismiss
Display,Display
Document,Document
Document attached to project,Document attached to project
Document final decision and rationale,Document final decision and rationale
Documentation Review,Documentation Review
Documents,Documents
Done,Done
Download,Download
Drag to create dependency,Drag to create dependency
Dry Run,Dry Run
Dry Run Complete,Dry Run Complete
Due Date,Due Date
Due date,Due date
Due Date (Earliest),Due Date (Earliest)
Due date cannot be before start date,Due date cannot be before start date
Due date is in the past,Due date is in the past
Due Date Reminders,Due Date Reminders
Due Diligence,Due Diligence
Due Diligence Checklist,Due Diligence Checklist
Due This Week,Due This Week
Due:,Due:
Duplicate events are not allowed,Duplicate events are not allowed
Duplicate failed,Duplicate failed
Duplicate Task,Duplicate Task
Duration,Duration
Duration Summary,Duration Summary
Duration:,Duration:
e.g. Cracked wall finish in bathroom...,e.g. Cracked wall finish in bathroom...
"e.g. Electrical, Plumbing...","e.g. Electrical, Plumbing..."
Edit,Edit
Edit (E),Edit (E)
Edit dependency,Edit dependency
Edit Event,Edit Event
Efficiency,Efficiency
Either dependency_name or depends_on is required,Either dependency_name or depends_on is required
Email,Email
Email invitations to all attendees,Email invitations to all attendees
Email is required to create portal user,Email is required to create portal user
Email notifications,Email notifications
Employee,Employee
Employee DocType not available,Employee DocType not available
Employee not found,Employee not found
Enable or disable optional features,Enable or disable optional features
Enable Time Tracking,Enable Time Tracking
End,End
End Date,End Date
End date,End date
End Date cannot be before Start Date,End Date cannot be before Start Date
End date cannot be before start date,End date cannot be before start date
End date updated,End date updated
End time was before start time. Adjusted to 1 hour after start.,End time was before start time. Adjusted to 1 hour after start.
End:,End:
Enter milestone name...,Enter milestone name...
Enter project name,Enter project name
Enter task title...,Enter task title...
Enter template name,Enter template name
Enter your note... Use @name to mention someone,Enter your note... Use @name to mention someone
Error,Error
Error loading activity,Error loading activity
Error loading contacts,Error loading contacts
Error loading dashboard,Error loading dashboard
Error loading project,Error loading project
Error loading projects,Error loading projects
Error loading settings,Error loading settings
Error loading tasks,Error loading tasks
Error loading templates,Error loading templates
Est. Hours,Est. Hours
Estimated,Estimated
Estimated Cost,Estimated Cost
Estimated Cost (€),Estimated Cost (€)
Estimated Hours,Estimated Hours
Estimated:,Estimated:
Evaluate potential risks and concerns,Evaluate potential risks and concerns
Event,Event
Event is required for event context,Event is required for event context
Event is required when tracking context is 'event',Event is required when tracking context is 'event'
Event Type,Event Type
Events,Events
Events not available. Please run: bench --site orga.localhost migrate,Events not available. Please run: bench --site orga.localhost migrate
Events:,Events:
Expert,Expert
Explain why you are proposing a different time...,Explain why you are proposing a different time...
Export,Export
Export failed,Export failed
Export JSON,Export JSON
Exported,Exported
Exported to timesheet {0},Exported to timesheet {0}
External,External
Failed to add item,Failed to add item
Failed to add note,Failed to add note
Failed to add skill,Failed to add skill
Failed to apply cascade changes: {0},Failed to apply cascade changes: {0}
Failed to create defect,Failed to create defect
Failed to create dependency,Failed to create dependency
Failed to create event,Failed to create event
Failed to create milestone,Failed to create milestone
Failed to create project,Failed to create project
Failed to create task,Failed to create task
Failed to create time log,Failed to create time log
Failed to delete,Failed to delete
Failed to delete comment,Failed to delete comment
Failed to delete contact,Failed to delete contact
Failed to load,Failed to load
Failed to load activity,Failed to load activity
Failed to load assignments,Failed to load assignments
Failed to load contact,Failed to load contact
Failed to load dashboard data,Failed to load dashboard data
Failed to load defects,Failed to load defects
Failed to load events,Failed to load events
Failed to load project,Failed to load project
Failed to load projects,Failed to load projects
Failed to load report data,Failed to load report data
Failed to load settings,Failed to load settings
Failed to load tasks,Failed to load tasks
Failed to move task,Failed to move task
Failed to post comment,Failed to post comment
Failed to propose new time,Failed to propose new time
Failed to remove item,Failed to remove item
Failed to remove skill,Failed to remove skill
Failed to reorder milestones: {0},Failed to reorder milestones: {0}
Failed to reorder tasks: {0},Failed to reorder tasks: {0}
Failed to reschedule dependent tasks: {0},Failed to reschedule dependent tasks: {0}
Failed to save,Failed to save
Failed to save preferences,Failed to save preferences
Failed to save settings,Failed to save settings
Failed to submit request. Please try again.,Failed to submit request. Please try again.
Failed to update item,Failed to update item
Failed to update priority,Failed to update priority
Failed to update task,Failed to update task
Failed to update tasks: {0},Failed to update tasks: {0}
Failed to upload avatar,Failed to upload avatar
Feature,Feature
Features,Features
FF (Finish-Finish),FF (Finish-Finish)
FF - Finish-to-Finish,FF - Finish-to-Finish
Field has been updated,Field has been updated
Field name is required for 'Set Field Value' action,Field name is required for 'Set Field Value' action
Field {0} is not a Link field,Field {0} is not a Link field
Field {0} not found in {1},Field {0} not found in {1}
file,file
File,File
File does not belong to this task,File does not belong to this task
File name is required,File name is required
File uploaded,File uploaded
File {0} not found,File {0} not found
files,files
Files,Files
Filter,Filter
Final Decision,Final Decision
Finance,Finance
Financial,Financial
Finish-to-Finish,Finish-to-Finish
Finish-to-Start,Finish-to-Start
Flag,Flag
Flag for attention,Flag for attention
Flagged,Flagged
Focus Panel,Focus Panel
Follows your system preference. Currently:,Follows your system preference. Currently:
Frappe Project {0} not found,Frappe Project {0} not found
Frappe Projects Migration,Frappe Projects Migration
Frappe Projects module not available,Frappe Projects module not available
Frappe Projects module not installed,Frappe Projects module not installed
Frappe Projects sync is not enabled,Frappe Projects sync is not enabled
Frappe Task DocType not found,Frappe Task DocType not found
Frappe Task has no project,Frappe Task has no project
Frappe Task {0} not found,Frappe Task {0} not found
Fri,Fri
From,From
From Template,From Template
FS (Finish-Start),FS (Finish-Start)
FS - Finish-to-Start (default),FS - Finish-to-Start (default)
Full form view with audit trail,Full form view with audit trail
Full name,Full name
Gantt,Gantt
Gantt Chart,Gantt Chart
Gantt View,Gantt View
General Note,General Note
Get started,Get started
Go back,Go back
Go Back,Go Back
Group by,Group by
Group dependency removed,Group dependency removed
Group dependency set,Group dependency set
Group removed,Group removed
Group updated,Group updated
Hammock task dates are auto-calculated and cannot be changed manually,Hammock task dates are auto-calculated and cannot be changed manually
Have a question or need assistance? Fill out the form below and our team will get back to you.,Have a question or need assistance? Fill out the form below and our team will get back to you.
Health,Health
Healthy,Healthy
Hello {0},Hello {0}
Here's what's happening with your projects today.,Here's what's happening with your projects today.
Hide,Hide
High,High
History,History
Home,Home
Hourly Cost,Hourly Cost
Hours,Hours
hours,hours
Hours Logged,Hours Logged
ID,ID
Image must be smaller than 5 MB,Image must be smaller than 5 MB
Import,Import
Import existing projects and tasks from Frappe Projects module,Import existing projects and tasks from Frappe Projects module
Import failed,Import failed
Import Template,Import Template
Imported,Imported
in,in
In Progress,In Progress
In Review,In Review
In-app notifications,In-app notifications
Inactive,Inactive
Initial Review,Initial Review
Installed Version,Installed Version
Insufficient permissions to view all tasks,Insufficient permissions to view all tasks
Intermediate,Intermediate
Internal,Internal
Invalid DocType,Invalid DocType
Invalid DocType for import,Invalid DocType for import
Invalid item type: {0},Invalid item type: {0}
Invalid JSON data,Invalid JSON data
Invalid note type. Must be one of: {0},Invalid note type. Must be one of: {0}
Invalid project reference,Invalid project reference
Invalid reaction type. Must be one of: {0},Invalid reaction type. Must be one of: {0}
Invalid RSVP status,Invalid RSVP status
Invalid status. Must be one of: {0},Invalid status. Must be one of: {0}
Invalid status: {0},Invalid status: {0}
Invalid status: {0}. Must be one of: {1},Invalid status: {0}. Must be one of: {1}
Invalid tracking context: {0},Invalid tracking context: {0}
Invalid visibility. Must be one of: {0},Invalid visibility. Must be one of: {0}
Invitation: {0} - {1} at {2},Invitation: {0} - {1} at {2}
Invite People,Invite People
"It's not you, it's the link. The page you're looking for might have been moved, renamed, or is taking a well-deserved coffee break. Your projects and data are perfectly safe.","It's not you, it's the link. The page you're looking for might have been moved, renamed, or is taking a well-deserved coffee break. Your projects and data are perfectly safe."
Item added,Item added
Item ID is required,Item ID is required
Item removed,Item removed
Item type is required,Item type is required
Item {0} not found,Item {0} not found
Job title or role,Job title or role
Join Meeting,Join Meeting
Just now,Just now
just now,just now
Kanban,Kanban
Kanban Board,Kanban Board
Kanban View,Kanban View
Keyboard Shortcuts,Keyboard Shortcuts
Keyboard shortcuts (?),Keyboard shortcuts (?)
Last checked: {0},Last checked: {0}
Last Updated,Last Updated
Last updated:,Last updated:
Last Week,Last Week
Latest Version,Latest Version
Light,Light
Link failed,Link failed
Link Task,Link Task
Linked,Linked
Linked employee not found,Linked employee not found
Linked Tasks,Linked Tasks
List,List
List View,List View
Load failed,Load failed
Load More,Load More
Load more comments,Load more comments
Loading activity...,Loading activity...
Loading changes...,Loading changes...
Loading checklist...,Loading checklist...
Loading comments...,Loading comments...
Loading contact...,Loading contact...
Loading contacts...,Loading contacts...
Loading dependencies...,Loading dependencies...
Loading details...,Loading details...
Loading discussion...,Loading discussion...
Loading events...,Loading events...
Loading files...,Loading files...
Loading notes...,Loading notes...
Loading preferences...,Loading preferences...
Loading project...,Loading project...
Loading projects...,Loading projects...
Loading replies...,Loading replies...
Loading report data...,Loading report data...
Loading settings...,Loading settings...
Loading task...,Loading task...
Loading templates...,Loading templates...
Loading time logs...,Loading time logs...
Loading your portal...,Loading your portal...
Loading...,Loading...
Location,Location
Log Time,Log Time
Logout,Logout
Low,Low
Make Offer,Make Offer
Manager,Manager
Manual Entry,Manual Entry
Margin,Margin
Mark all as read,Mark all as read
Mark all read,Mark all read
Mark as read,Mark as read
Mark as unread,Mark as unread
Mark read,Mark read
Marking...,Marking...
Material,Material
Maybe,Maybe
Medium,Medium
Meeting,Meeting
Meeting Link,Meeting Link
Meeting title,Meeting title
Meeting URL,Meeting URL
Meetings,Meetings
Mention,Mention
Message,Message
Message is required,Message is required
Message is required for '{0}' action,Message is required for '{0}' action
Migrate,Migrate
Migration Complete,Migration Complete
Migration ID:,Migration ID:
Migration log not found: {0},Migration log not found: {0}
milestone,milestone
Milestone,Milestone
Milestone created,Milestone created
Milestone description has been saved.,Milestone description has been saved.
Milestone ID is required,Milestone ID is required
Milestone marked as Missed (past due date),Milestone marked as Missed (past due date)
Milestone moved,Milestone moved
Milestone Name,Milestone Name
Milestone name has been saved.,Milestone name has been saved.
Milestone name is required,Milestone name is required
Milestone updated,Milestone updated
Milestone {0} not found,Milestone {0} not found
Milestone {0} not in project {1},Milestone {0} not in project {1}
milestones,milestones
Milestones,Milestones
Milestones:,Milestones:
Minutes,Minutes
Missed,Missed
Mixed,Mixed
Mobile,Mobile
Moderate,Moderate
Modified,Modified
"Modify details, time, or attendees","Modify details, time, or attendees"
Mon,Mon
Month,Month
Move failed,Move failed
Must be a positive number,Must be a positive number
Must finish before this finishes,Must finish before this finishes
Must finish before this starts,Must finish before this starts
Must start before this finishes,Must start before this finishes
Must start before this starts,Must start before this starts
My Assignments,My Assignments
My Projects,My Projects
My Schedule,My Schedule
My Tasks,My Tasks
N/A,N/A
Name,Name
Name (A-Z),Name (A-Z)
Name (Z-A),Name (Z-A)
Name cannot exceed 255 characters,Name cannot exceed 255 characters
Need help?,Need help?
Needs Attention,Needs Attention
Never,Never
new activities,new activities
New Activity,New Activity
New activity,New activity
New Event,New Event
New index is required,New index is required
New Project,New Project
New tasks will auto-trail by default.,New tasks will auto-trail by default.
Newest First,Newest First
Next,Next
Next 14 days,Next 14 days
Next 30 days,Next 30 days
Next 60 days,Next 60 days
Next 7 days,Next 7 days
Next 90 days,Next 90 days
Next Week,Next Week
Next:,Next:
No,No
No active assignments,No active assignments
No active projects,No active projects
No active timer found,No active timer found
No activity selected,No activity selected
No assignments found,No assignments found
No attendees,No attendees
no change,no change
No changes for this field.,No changes for this field.
No changes recorded for this activity.,No changes recorded for this activity.
No checklist items yet,No checklist items yet
No checklist items yet.,No checklist items yet.
No comments yet,No comments yet
No comments yet.,No comments yet.
No contacts available,No contacts available
No content for this tab,No content for this tab
No data available,No data available
No data available for the selected filters,No data available for the selected filters
No data to export,No data to export
No dates set,No dates set
No defects reported,No defects reported
No dependencies defined,No dependencies defined
No description,No description
No discussion yet.,No discussion yet.
No documents attached,No documents attached
No due date,No due date
No employee linked to this resource,No employee linked to this resource
No ERPNext employee linked to resource,No ERPNext employee linked to resource
No events found,No events found
No files attached yet.,No files attached yet.
No Frappe Project linked,No Frappe Project linked
No Grouping,No Grouping
No items,No items
No matching tasks,No matching tasks
No matching tasks found,No matching tasks found
No migration history,No migration history
No Milestone,No Milestone
No milestones,No milestones
No milestones defined for this project.,No milestones defined for this project.
No notes yet.,No notes yet.
No notes yet. Add a due diligence note to track progress.,No notes yet. Add a due diligence note to track progress.
No notifications,No notifications
No Orga Project linked to Frappe Project {0},No Orga Project linked to Frappe Project {0}
No overdue tasks,No overdue tasks
No pending cascade changes,No pending cascade changes
No predecessors - this task can start independently,No predecessors - this task can start independently
No project,No project
No projects found,No projects found
No Projects Yet,No Projects Yet
No recent activity,No recent activity
No related documents,No related documents
No resolved threads.,No resolved threads.
No resources found,No resources found
No results found,No results found
No skills listed,No skills listed
No skills recorded yet,No skills recorded yet
No successors - no tasks are waiting for this one,No successors - no tasks are waiting for this one
No task selected,No task selected
No tasks assigned to you,No tasks assigned to you
No tasks available to add,No tasks available to add
No tasks found,No tasks found
No tasks linked to this milestone,No tasks linked to this milestone
No tasks with dates to display,No tasks with dates to display
No tasks yet,No tasks yet
No team members,No team members
No template,No template
No templates yet,No templates yet
No time data found,No time data found
No time logged today,No time logged today
No time logged yet,No time logged yet
No time logs for this period,No time logs for this period
No time logs found,No time logs found
No unread notifications,No unread notifications
No update information available yet.,No update information available yet.
None,None
Not found,Not found
Not permitted,Not permitted
Not permitted to access this project,Not permitted to access this project
Not permitted to access this task,Not permitted to access this task
Not permitted to check for updates,Not permitted to check for updates
Not permitted to comment on this document,Not permitted to comment on this document
Not permitted to create clients,Not permitted to create clients
Not permitted to delete this client,Not permitted to delete this client
Not permitted to delete this defect,Not permitted to delete this defect
Not permitted to delete this note,Not permitted to delete this note
Not permitted to delete this project,Not permitted to delete this project
Not permitted to delete this task,Not permitted to delete this task
Not permitted to delete this time log,Not permitted to delete this time log
Not permitted to invite clients,Not permitted to invite clients
Not permitted to modify client access,Not permitted to modify client access
Not permitted to modify this project,Not permitted to modify this project
Not permitted to update settings,Not permitted to update settings
Not permitted to update this client,Not permitted to update this client
Not permitted to view this client,Not permitted to view this client
not sent,not sent
Not set,Not set
Not specified,Not specified
Note,Note
Note (optional),Note (optional)
Note Content,Note Content
Note content is required,Note content is required
Note name is required,Note name is required
Note not found,Note not found
Note Type,Note Type
Notes,Notes
Notification,Notification
Notification not found,Notification not found
Notifications,Notifications
