Address,پتہ
Advanced,اعلیٰ
All,سب
All Active,سب فعال
All Assignees,تمام مختص افراد
All Categories,تمام زمرے
All caught up!,سب دیکھ لیا!
All Contexts,تمام سیاق و سباق
All day,سارا دن
All day event,پورے دن کی تقریب
All fields,تمام فیلڈز
All Priorities,تمام ترجیحات
All Projects,تمام پروجیکٹس
All Status,تمام حالت
All Statuses,تمام حالات
All task dependencies & relative dates,تمام ٹاسک انحصارات اور متعلقہ تاریخیں
All Tasks,تمام ٹاسکس
All tasks across all projects.,تمام پروجیکٹس کے تمام ٹاسکس۔
All tasks are already linked,تمام ٹاسکس پہلے سے منسلک ہیں
All team members,تمام ٹیم کے ارکان
All Types,تمام اقسام
All Users,تمام صارفین
Allocated,مختص
allocated,مختص
Allow users to log time against tasks,صارفین کو ٹاسکس کے مقابل وقت درج کرنے کی اجازت دیں
Already exported to timesheet {0},ٹائم شیٹ {0} میں پہلے سے برآمد شدہ
Already Migrated,پہلے سے منتقل شدہ
Anyone with access,رسائی رکھنے والا کوئی بھی
anytime to show this help,یہ مدد دکھانے کے لیے کسی بھی وقت
App Updates,App Updates
Appearance,ظاہری شکل
Apply,لاگو کریں
Apply cascade?,آبشار لاگو کریں؟
Apply Changes,تبدیلیاں لاگو کریں
Apply failed,لاگو کرنا ناکام
Apply Template,ٹیمپلیٹ لاگو کریں
Applying...,لاگو ہو رہا ہے...
Appointment,ملاقات
Appointment and resource are required,ملاقات اور وسیلہ ضروری ہیں
Appointment name is required,ملاقات کا نام ضروری ہے
Appointment not found,ملاقات نہیں ملی
Appointment {0} not found,ملاقات {0} نہیں ملی
Apps,ایپس
Archive,آرکائیو
Archive Activity,سرگرمی آرکائیو کریں
Archived,آرکائیو شدہ
Are you sure you want to delete this activity data? This cannot be undone.,کیا آپ واقعی اس سرگرمی کا ڈیٹا حذف کرنا چاہتے ہیں؟ یہ واپس نہیں ہو سکتا۔
Are you sure you want to delete this comment?,کیا آپ واقعی یہ تبصرہ حذف کرنا چاہتے ہیں؟
Are you sure you want to delete this project?,کیا آپ واقعی یہ پروجیکٹ حذف کرنا چاہتے ہیں؟
Are you sure?,کیا آپ کو یقین ہے؟
Ascending -- click to reverse,صعودی -- الٹنے کے لیے کلک کریں
Assign To,تفویض کریں
Assign to Me,مجھے تفویض کریں
Assigned Contact,تفویض شدہ رابطہ
Assigned To,تفویض بنام
Assigned to,تفویض بنام
Assigned to Me,مجھے تفویض شدہ
Assignee,مختص فرد
Assignment,تفویض
Assignment History,تفویض کی تاریخ
Assignment name is required,تفویض کا نام ضروری ہے
Assignment {0} not found,تفویض {0} نہیں ملی
Assignments,تفویضات
At least one action is required,کم از کم ایک عمل ضروری ہے
At least one event is required,کم از کم ایک تقریب ضروری ہے
At least one event must be selected,کم از کم ایک تقریب کا انتخاب ضروری ہے
Attachment,منسلکہ
Attachments,منسلکات
Attendees,شرکاء
"Audit trail, assignments, version history",آڈٹ ٹریل، تفویضات، ورژن کی تاریخ
Auto,خودکار
Auto Calculate Progress,خودکار پیشرفت کا حساب
Auto Set Missed Milestones,چھوٹے ہوئے سنگ میل خودکار مقرر کریں
Auto-shift dependents when dates change,تاریخیں تبدیل ہونے پر منحصر آئٹمز خودکار منتقل کریں
Auto-Trail Start,خودکار ٹریل آغاز
Auto-Trail updated,خودکار ٹریل اپ ڈیٹ ہو گئی
Automatically calculate project progress from task completion,ٹاسک کی تکمیل سے پروجیکٹ کی پیشرفت خودکار حساب کریں
Automatically mark milestones as missed when overdue,مقررہ وقت گزرنے پر سنگ میل خودکار طور پر چھوٹا ہوا نشان زد کریں
Automation rule {0} not found,آٹومیشن اصول {0} نہیں ملا
Automation: {0},آٹومیشن: {0}
Availability,دستیابی
Available,دستیاب
Avatar updated successfully,تصویر کامیابی سے اپ ڈیٹ ہو گئی
Avg Progress,اوسط پیشرفت
Back,واپس
Back to Portal,پورٹل پر واپس
Back to Projects,پروجیکٹس پر واپس
Beginner,ابتدائی
Best regards,نیک تمنائیں
Billable,قابل بلنگ
Billable Amount,قابل بلنگ رقم
Billable Hours,قابل بلنگ اوقات
Billable Rate,بلنگ کی شرح
Billing Rate,بلنگ کی شرح
Blocked,بلاک شدہ
Both dates are needed to display task as a bar in Gantt chart,گینٹ چارٹ میں ٹاسک کو بار کے طور پر دکھانے کے لیے دونوں تاریخیں ضروری ہیں
Both doctype and docname are required,DocType اور DocName دونوں ضروری ہیں
Both proposed start and end times are required,مجوزہ آغاز اور اختتام دونوں اوقات ضروری ہیں
Both task_name and depends_on are required,task_name اور depends_on دونوں ضروری ہیں
Breadcrumb,بریڈکرمب
Brief description of the defect or damage,خرابی یا نقصان کی مختصر تفصیل
Brief description of this template,اس ٹیمپلیٹ کی مختصر تفصیل
Brief description of your request,آپ کی درخواست کی مختصر تفصیل
Brief project description,پروجیکٹ کی مختصر تفصیل
Budget,بجٹ
Budget at risk,بجٹ خطرے میں
Budget Burn Rate,بجٹ خرچ کی شرح
Budget Status,بجٹ کی حالت
Budget updated,بجٹ اپ ڈیٹ ہو گیا
Budget:,بجٹ:
Bug,بگ
Burn Rate,خرچ کی شرح
Busy,مصروف
By,بذریعہ
By Assignee,مختص فرد کے مطابق
By Group,گروپ کے مطابق
By Milestone,سنگ میل کے مطابق
By Priority,ترجیح کے مطابق
By Status,حالت کے مطابق
Cancel,منسوخ
Cancelled,منسوخ شدہ
cannot be undone,واپس نہیں ہو سکتا
Cannot delete client with {0} linked projects. Unlink projects first.,{0} منسلک پروجیکٹس والے کلائنٹ کو حذف نہیں کیا جا سکتا۔ پہلے پروجیکٹس کا ربط ہٹائیں۔
Cannot delete project with {0} linked tasks. Delete tasks first.,{0} منسلک ٹاسکس والے پروجیکٹ کو حذف نہیں کیا جا سکتا۔ پہلے ٹاسکس حذف کریں۔
Cannot delete resource with {0} active assignments. Complete or cancel them first.,{0} فعال تفویضات والے وسیلے کو حذف نہیں کیا جا سکتا۔ پہلے انہیں مکمل یا منسوخ کریں۔
Cannot delete task with {0} subtasks. Delete subtasks first.,{0} ذیلی ٹاسکس والے ٹاسک کو حذف نہیں کیا جا سکتا۔ پہلے ذیلی ٹاسکس حذف کریں۔
Capacity,صلاحیت
capacity,صلاحیت
Capacity & Rates,صلاحیت اور شرحیں
Capture project structure for reuse,دوبارہ استعمال کے لیے پروجیکٹ کا ڈھانچہ محفوظ کریں
Cascade,آبشار
Cascade Preview,آبشار کا پیش منظر
Category,زمرہ
Celebrate,مبارکباد
Change,تبدیلی
Change History,تبدیلی کی تاریخ
Change Priority,ترجیح تبدیل کریں
Change Status,حالت تبدیل کریں
Changes,تبدیلیاں
Changes appear when fields are modified.,تبدیلیاں ظاہر ہوتی ہیں جب فیلڈز میں ترمیم ہوتی ہے۔
Check for new versions of Orga,Check for new versions of Orga
Check for Updates,Check for Updates
Checking...,Checking...
Checklist,چیک لسٹ
Checklist item name is required,چیک لسٹ آئٹم کا نام ضروری ہے
Checklist item not found,چیک لسٹ آئٹم نہیں ملا
Checklist item title is required,چیک لسٹ آئٹم کا عنوان ضروری ہے
Checklist item {0} not found,چیک لسٹ آئٹم {0} نہیں ملا
Checklist item {0} not found in task,ٹاسک میں چیک لسٹ آئٹم {0} نہیں ملا
Child,ذیلی
Choose file to upload,اپ لوڈ کے لیے فائل منتخب کریں
Circular dependency detected: {0},گردشی انحصار پایا گیا: {0}
Circular parent-child relationship detected,گردشی والدین-ذیلی تعلق پایا گیا
Clear,صاف کریں
Clear all read,تمام پڑھے ہوئے صاف کریں
Clear date,تاریخ صاف کریں
Click on an activity from the list to view and manage its details.,تفصیلات دیکھنے اور ان کا انتظام کرنے کے لیے فہرست سے کسی سرگرمی پر کلک کریں۔
Click the avatar to upload a new photo,نئی تصویر اپ لوڈ کرنے کے لیے تصویر پر کلک کریں
Click to add description...,تفصیل شامل کرنے کے لیے کلک کریں...
Click to add notes...,نوٹس شامل کرنے کے لیے کلک کریں...
Click to assign contact,رابطہ تفویض کرنے کے لیے کلک کریں
Click to change status,حالت تبدیل کرنے کے لیے کلک کریں
Click to change type,قسم تبدیل کرنے کے لیے کلک کریں
Click to edit,ترمیم کے لیے کلک کریں
Click to edit budget,بجٹ میں ترمیم کے لیے کلک کریں
Click to edit description,تفصیل میں ترمیم کے لیے کلک کریں
Click to edit end date,اختتامی تاریخ میں ترمیم کے لیے کلک کریں
Click to edit milestone name,سنگ میل کے نام میں ترمیم کے لیے کلک کریں
Click to edit rate,شرح میں ترمیم کے لیے کلک کریں
Click to edit start date,آغاز کی تاریخ میں ترمیم کے لیے کلک کریں
Click to edit title,عنوان میں ترمیم کے لیے کلک کریں
Click to load,لوڈ کرنے کے لیے کلک کریں
Click to set group dependency...,گروپ انحصار مقرر کرنے کے لیے کلک کریں...
Click to set group...,گروپ مقرر کرنے کے لیے کلک کریں...
Click to view,دیکھنے کے لیے کلک کریں
Click to view at-risk projects,خطرے والے پروجیکٹس دیکھنے کے لیے کلک کریں
Click to view critical projects,اہم پروجیکٹس دیکھنے کے لیے کلک کریں
Click to view healthy projects,صحت مند پروجیکٹس دیکھنے کے لیے کلک کریں
Client,کلائنٹ
Client already has a portal user: {0},کلائنٹ کے پاس پہلے سے پورٹل صارف ہے: {0}
Client already has portal access,کلائنٹ کے پاس پہلے سے پورٹل تک رسائی ہے
Client has no portal user to revoke,کلائنٹ کے پاس منسوخ کرنے کے لیے کوئی پورٹل صارف نہیں ہے
Client link removed from project {0},پروجیکٹ {0} سے کلائنٹ کا ربط ہٹا دیا گیا
Client Portal,کلائنٹ پورٹل
Client {0} deleted successfully,کلائنٹ {0} کامیابی سے حذف ہو گیا
Close,بند کریں
Close (Esc),بند کریں (Esc)
Comment,تبصرہ
comment,تبصرہ
Comment added,تبصرہ شامل ہو گیا
Comment content is required,تبصرے کا مواد ضروری ہے
Comment name is required,تبصرے کا نام ضروری ہے
Comment not found,تبصرہ نہیں ملا
Comment removed,تبصرہ ہٹا دیا گیا
Comment {0} not found in task,ٹاسک میں تبصرہ {0} نہیں ملا
Comments,تبصرے
comments,تبصرے
Community Edition,Community Edition
Company,کمپنی
Company name...,کمپنی کا نام...
Complete,مکمل
Completed,مکمل شدہ
completed,مکمل شدہ
Completed Tasks,مکمل شدہ ٹاسکس
Compliance,تعمیل
Configure default values for new projects and tasks,نئے پروجیکٹس اور ٹاسکس کے لیے طے شدہ اقدار ترتیب دیں
Configure email notification settings,ای میل اطلاعات کی ترتیبات مرتب کریں
Confirm,تصدیق کریں
Contact deleted,رابطہ حذف ہو گیا
Contact Details,رابطے کی تفصیلات
Contact Information,رابطے کی معلومات
Contact name is required,رابطے کا نام ضروری ہے
Contact Support,سپورٹ سے رابطہ کریں
Contact your project manager for more information.,مزید معلومات کے لیے اپنے پروجیکٹ مینیجر سے رابطہ کریں۔
Contact:,رابطہ:
Contacts,رابطے
Context,سیاق و سباق
Contractor,ٹھیکیدار
Cost estimate cannot be negative,لاگت کا تخمینہ منفی نہیں ہو سکتا
Cost Impact,لاگت کا اثر
Cost Summary,لاگت کا خلاصہ
Could not apply the template. Please try again.,ٹیمپلیٹ لاگو نہیں ہو سکا۔ براہ کرم دوبارہ کوشش کریں۔
Could not attach file to project,فائل پروجیکٹ سے منسلک نہیں ہو سکی
Could not change task priority,ٹاسک کی ترجیح تبدیل نہیں ہو سکی
Could not change task status,ٹاسک کی حالت تبدیل نہیں ہو سکی
Could not delete the project. Please try again.,پروجیکٹ حذف نہیں ہو سکا۔ براہ کرم دوبارہ کوشش کریں۔
Could not delete the task. Please try again.,ٹاسک حذف نہیں ہو سکا۔ براہ کرم دوبارہ کوشش کریں۔
Could not delete the template.,ٹیمپلیٹ حذف نہیں ہو سکا۔
Could not duplicate the task. Please try again.,ٹاسک کی نقل نہیں بن سکی۔ براہ کرم دوبارہ کوشش کریں۔
Could not export the template.,ٹیمپلیٹ برآمد نہیں ہو سکا۔
Could not import the template. Please check the file format.,ٹیمپلیٹ درآمد نہیں ہو سکا۔ براہ کرم فائل فارمیٹ چیک کریں۔
Could not link task to milestone,ٹاسک سنگ میل سے منسلک نہیں ہو سکا
Could not load document details.,دستاویز کی تفصیلات لوڈ نہیں ہو سکیں۔
Could not load task details,ٹاسک کی تفصیلات لوڈ نہیں ہو سکیں
Could not promote checklist item to task.,چیک لسٹ آئٹم کو ٹاسک میں ترقی نہیں دی جا سکی۔
Could not remove task from milestone,ٹاسک سنگ میل سے ہٹایا نہیں جا سکا
Could not save budget.,بجٹ محفوظ نہیں ہو سکا۔
Could not save changes to the milestone,سنگ میل میں تبدیلیاں محفوظ نہیں ہو سکیں
Could not save changes to the task,ٹاسک میں تبدیلیاں محفوظ نہیں ہو سکیں
Could not save description.,تفصیل محفوظ نہیں ہو سکی۔
Could not save end date.,اختتامی تاریخ محفوظ نہیں ہو سکی۔
Could not save milestone name.,سنگ میل کا نام محفوظ نہیں ہو سکا۔
Could not save start date.,آغاز کی تاریخ محفوظ نہیں ہو سکی۔
Could not save the template. Please try again.,ٹیمپلیٹ محفوظ نہیں ہو سکا۔ براہ کرم دوبارہ کوشش کریں۔
Could not save title.,عنوان محفوظ نہیں ہو سکا۔
Could not update dependency mode.,انحصار کا طریقہ اپ ڈیٹ نہیں ہو سکا۔
Could not update milestone date,سنگ میل کی تاریخ اپ ڈیٹ نہیں ہو سکی
Could not update project status.,پروجیکٹ کی حالت اپ ڈیٹ نہیں ہو سکی۔
Could not update project type.,پروجیکٹ کی قسم اپ ڈیٹ نہیں ہو سکی۔
Could not update setting.,ترتیب اپ ڈیٹ نہیں ہو سکی۔
Could not update task dates,ٹاسک کی تاریخیں اپ ڈیٹ نہیں ہو سکیں
Could not update task status,ٹاسک کی حالت اپ ڈیٹ نہیں ہو سکی
Could not update the template.,ٹیمپلیٹ اپ ڈیٹ نہیں ہو سکا۔
Create a copy of this task,اس ٹاسک کی نقل بنائیں
Create Contact,رابطہ بنائیں
Create Event,تقریب بنائیں
Create Milestone,سنگ میل بنائیں
Create New Milestone,نیا سنگ میل بنائیں
Create New Task,نیا ٹاسک بنائیں
Create Project,پروجیکٹ بنائیں
Create Task,ٹاسک بنائیں
Create tasks and milestones from a template,ٹیمپلیٹ سے ٹاسکس اور سنگ میل بنائیں
Create your first project to get started.,شروع کرنے کے لیے اپنا پہلا پروجیکٹ بنائیں۔
Create your first task to start tracking work on this project.,اس پروجیکٹ پر کام کی ٹریکنگ شروع کرنے کے لیے اپنا پہلا ٹاسک بنائیں۔
Created,تخلیق شدہ
Creating...,بنایا جا رہا ہے...
Critical,نازک
Critical Path,نازک راستہ
"Currency used for budgets, costs, and billing rates",بجٹ، لاگت، اور بلنگ شرحوں کے لیے استعمال ہونے والی کرنسی
Current,موجودہ
Current Assignments,موجودہ تفویضات
Current scheduled time:,موجودہ مقررہ وقت:
Currently running version,Currently running version
d lag,د تاخیر
Daily Availability,روزانہ دستیابی
Daily Hours,روزانہ اوقات
Danger Zone,خطرناک زون
Dark,تاریک
Dashboard,ڈیش بورڈ
Date,تاریخ
Date changes on this task will show cascade impact here,اس ٹاسک پر تاریخ کی تبدیلیاں یہاں آبشار اثر دکھائیں گی
Date cleared,تاریخ صاف ہو گئی
Date of Joining,شمولیت کی تاریخ
Date updated,تاریخ اپ ڈیٹ ہو گئی
Dates,تاریخیں
Dates cascaded,تاریخیں آبشار ہو گئیں
Dates will be relative to the project's start date.,تاریخیں پروجیکٹ کی آغاز تاریخ کے مطابق ہوں گی۔
Day,دن
day,دن
days,دن
Days before due date to send reminder,مقررہ تاریخ سے پہلے یاد دہانی بھیجنے کے دن
Days Overdue,تاخیر کے دن
Days Remaining,باقی دن
Deadline,آخری تاریخ
Deadlines,آخری تاریخیں
Decision,فیصلہ
Decline,انکار کریں
Declined,مسترد شدہ
Default Currency,طے شدہ کرنسی
Default hours per week for contact capacity planning,رابطے کی صلاحیت کی منصوبہ بندی کے لیے فی ہفتہ طے شدہ اوقات
Default Priority,طے شدہ ترجیح
Default Project Status,طے شدہ پروجیکٹ حالت
Default Task Status,طے شدہ ٹاسک حالت
Default task view,طے شدہ ٹاسک منظر
Default Values,طے شدہ اقدار
Default Weekly Capacity,طے شدہ ہفتہ وار صلاحیت
Defaults,طے شدہ
Defect Cost Impact,خرابی کی لاگت کا اثر
Defect name is required,خرابی کا نام ضروری ہے
Defect Type,خرابی کی قسم
Defect {0} not found,خرابی {0} نہیں ملی
Defects,خرابیاں
Defects & Issues,خرابیاں اور مسائل
Defects Resolved,خرابیاں حل شدہ
Delayed,تاخیر شدہ
Delete,حذف کریں
Delete Activity Data,سرگرمی کا ڈیٹا حذف کریں
Delete all read notifications?,تمام پڑھی ہوئی اطلاعات حذف کریں؟
Delete comment,تبصرہ حذف کریں
Delete Contact,رابطہ حذف کریں
Delete Event,تقریب حذف کریں
Delete Event?,تقریب حذف کریں؟
Delete failed,حذف کرنا ناکام
Delete file,فائل حذف کریں
Delete item,آئٹم حذف کریں
Delete note,نوٹ حذف کریں
Delete Project,پروجیکٹ حذف کریں
Delete Task,ٹاسک حذف کریں
Delete this project,یہ پروجیکٹ حذف کریں
Deleted,حذف شدہ
"Deleted project ""{0}"" ({1} tasks, {2} milestones)","پروجیکٹ ""{0}"" حذف ہو گیا ({1} ٹاسکس، {2} سنگ میل)"
Deletes notes and preferences. Source document is not affected.,نوٹس اور ترجیحات حذف کرتا ہے۔ اصل دستاویز متاثر نہیں ہوتی۔
Deleting...,حذف ہو رہا ہے...
Department,محکمہ
Dependencies,انحصارات
dependencies,انحصارات
Dependencies are informational only,انحصارات صرف معلوماتی ہیں
dependency,انحصار
Dependency already exists,انحصار پہلے سے موجود ہے
Dependency Chain,انحصار کی زنجیر
Dependency created,انحصار بنایا گیا
Dependency mode updated,انحصار کا طریقہ اپ ڈیٹ ہو گیا
Dependency name is required,انحصار کا نام ضروری ہے
Dependency task {0} not found,انحصار ٹاسک {0} نہیں ملا
Dependency {0} not found,انحصار {0} نہیں ملا
depends,منحصر ہے
Depends on Group,گروپ پر منحصر
Depends on task is required,منحصر ٹاسک ضروری ہے
depends on...,منحصر ہے...
Descending -- click to reverse,نزولی -- الٹنے کے لیے کلک کریں
Describe the defect in detail...,خرابی کی تفصیل بیان کریں...
Description,تفصیل
Description updated,تفصیل اپ ڈیٹ ہو گئی
Designation,عہدہ
"Detailed description of the defect, location, and impact",خرابی، مقام، اور اثر کی تفصیلی وضاحت
Details,تفصیلات
Discard timer,ٹائمر رد کریں
Discussion,بحث
Dismiss,Dismiss
Display,ڈسپلے
Document,دستاویز
Document attached to project,دستاویز پروجیکٹ سے منسلک ہو گئی
Document final decision and rationale,حتمی فیصلے اور جواز کی دستاویز
Documentation Review,دستاویزات کا جائزہ
Documents,دستاویزات
Done,ہو گیا
Download,ڈاؤن لوڈ
Drag to create dependency,انحصار بنانے کے لیے گھسیٹیں
Dry Run,آزمائشی عمل
Dry Run Complete,آزمائشی عمل مکمل
Due Date,مقررہ تاریخ
Due date,مقررہ تاریخ
Due Date (Earliest),مقررہ تاریخ (ابتدائی)
Due date cannot be before start date,مقررہ تاریخ آغاز کی تاریخ سے پہلے نہیں ہو سکتی
Due date is in the past,مقررہ تاریخ ماضی میں ہے
Due Date Reminders,مقررہ تاریخ کی یاد دہانیاں
Due Diligence,مستعدی
Due Diligence Checklist,مستعدی چیک لسٹ
Due This Week,اس ہفتے مقرر
Due:,مقررہ:
Duplicate events are not allowed,نقل تقریبات کی اجازت نہیں ہے
Duplicate failed,نقل ناکام
Duplicate Task,ٹاسک کی نقل بنائیں
Duration,دورانیہ
Duration Summary,دورانیے کا خلاصہ
Duration:,دورانیہ:
e.g. Cracked wall finish in bathroom...,مثلاً باتھ روم میں دیوار کی تکمیل میں دراڑ...
"e.g. Electrical, Plumbing...",مثلاً بجلی، نلکاری...
Edit,ترمیم
Edit (E),ترمیم (E)
Edit dependency,انحصار میں ترمیم
Edit Event,تقریب میں ترمیم
Efficiency,کارکردگی
Either dependency_name or depends_on is required,dependency_name یا depends_on میں سے ایک ضروری ہے
Email,ای میل
Email invitations to all attendees,تمام شرکاء کو ای میل دعوت نامے
Email is required to create portal user,پورٹل صارف بنانے کے لیے ای میل ضروری ہے
Email notifications,ای میل اطلاعات
Employee,ملازم
Employee DocType not available,ملازم DocType دستیاب نہیں
Employee not found,ملازم نہیں ملا
Enable or disable optional features,اختیاری خصوصیات فعال یا غیر فعال کریں
Enable Time Tracking,وقت کی ٹریکنگ فعال کریں
End,اختتام
End Date,اختتامی تاریخ
End date,اختتامی تاریخ
End Date cannot be before Start Date,اختتامی تاریخ آغاز کی تاریخ سے پہلے نہیں ہو سکتی
End date cannot be before start date,اختتامی تاریخ آغاز کی تاریخ سے پہلے نہیں ہو سکتی
End date updated,اختتامی تاریخ اپ ڈیٹ ہو گئی
End time was before start time. Adjusted to 1 hour after start.,اختتامی وقت آغاز کے وقت سے پہلے تھا۔ آغاز کے 1 گھنٹے بعد ایڈجسٹ کیا گیا۔
End:,اختتام:
Enter milestone name...,سنگ میل کا نام درج کریں...
Enter project name,پروجیکٹ کا نام درج کریں
Enter task title...,ٹاسک کا عنوان درج کریں...
Enter template name,ٹیمپلیٹ کا نام درج کریں
Enter your note... Use @name to mention someone,اپنا نوٹ درج کریں... کسی کا ذکر کرنے کے لیے @name استعمال کریں
Error,خرابی
Error loading activity,سرگرمی لوڈ کرنے میں خرابی
Error loading contacts,رابطے لوڈ کرنے میں خرابی
Error loading dashboard,ڈیش بورڈ لوڈ کرنے میں خرابی
Error loading project,پروجیکٹ لوڈ کرنے میں خرابی
Error loading projects,پروجیکٹس لوڈ کرنے میں خرابی
Error loading settings,ترتیبات لوڈ کرنے میں خرابی
Error loading tasks,ٹاسکس لوڈ کرنے میں خرابی
Error loading templates,ٹیمپلیٹس لوڈ کرنے میں خرابی
Est. Hours,تخمینی اوقات
Estimated,تخمینی
Estimated Cost,تخمینی لاگت
Estimated Cost (€),تخمینی لاگت (€)
Estimated Hours,تخمینی اوقات
Estimated:,تخمینی:
Evaluate potential risks and concerns,ممکنہ خطرات اور خدشات کا جائزہ لیں
Event,تقریب
Event is required for event context,تقریب کے سیاق و سباق کے لیے تقریب ضروری ہے
Event is required when tracking context is 'event',جب ٹریکنگ سیاق و سباق 'تقریب' ہو تو تقریب ضروری ہے
Event Type,تقریب کی قسم
Events,تقریبات
Events not available. Please run: bench --site orga.localhost migrate,تقریبات دستیاب نہیں۔ براہ کرم چلائیں: bench --site orga.localhost migrate
Events:,تقریبات:
Expert,ماہر
Explain why you are proposing a different time...,وضاحت کریں کہ آپ مختلف وقت کیوں تجویز کر رہے ہیں...
Export,برآمد
Export failed,برآمد ناکام
Export JSON,JSON برآمد کریں
Exported,برآمد شدہ
Exported to timesheet {0},ٹائم شیٹ {0} میں برآمد شدہ
External,بیرونی
Failed to add item,آئٹم شامل کرنے میں ناکامی
Failed to add note,نوٹ شامل کرنے میں ناکامی
Failed to add skill,مہارت شامل کرنے میں ناکامی
Failed to apply cascade changes: {0},آبشار تبدیلیاں لاگو کرنے میں ناکامی: {0}
Failed to create defect,خرابی بنانے میں ناکامی
Failed to create dependency,انحصار بنانے میں ناکامی
Failed to create event,تقریب بنانے میں ناکامی
Failed to create milestone,سنگ میل بنانے میں ناکامی
Failed to create project,پروجیکٹ بنانے میں ناکامی
Failed to create task,ٹاسک بنانے میں ناکامی
Failed to create time log,وقت کا ریکارڈ بنانے میں ناکامی
Failed to delete,حذف کرنے میں ناکامی
Failed to delete comment,تبصرہ حذف کرنے میں ناکامی
Failed to delete contact,رابطہ حذف کرنے میں ناکامی
Failed to load,لوڈ کرنے میں ناکامی
Failed to load activity,سرگرمی لوڈ کرنے میں ناکامی
Failed to load assignments,تفویضات لوڈ کرنے میں ناکامی
