Add details about this event...,Thêm chi tiết về sự kiện này...
Add details about this milestone...,Thêm chi tiết về mốc quan trọng này...
Add details about this task...,Thêm chi tiết về công việc này...
Add details or acceptance criteria for this milestone,Thêm chi tiết hoặc tiêu chí chấp nhận cho mốc quan trọng này
"Add details, context, or acceptance criteria","Thêm chi tiết, bối cảnh hoặc tiêu chí chấp nhận"
Add first dependency,Thêm phụ thuộc đầu tiên
Add item,Thêm mục
Add items below to track progress.,Thêm các mục bên dưới để theo dõi tiến độ.
Add items below to track subtasks,Thêm các mục bên dưới để theo dõi công việc con
Add Milestone,Thêm mốc quan trọng
Add Milestone (Shift+M),Thêm mốc quan trọng (Shift+M)
Add milestones to track key deliverables.,Thêm mốc quan trọng để theo dõi các sản phẩm bàn giao.
Add New Contact,Thêm liên hệ mới
Add Note,Thêm ghi chú
Add note,Thêm ghi chú
Add notes about this contact...,Thêm ghi chú về liên hệ này...
Add reaction,Thêm phản hồi
Add Skill,Thêm kỹ năng
Add start and due dates to tasks to see them on the Gantt chart,Thêm ngày bắt đầu và ngày đến hạn cho công việc để xem trên biểu đồ Gantt
Add Task,Thêm công việc
Add Task (Shift+T),Thêm công việc (Shift+T)
Added Finish-to-Start dependency,Đã thêm phụ thuộc Kết thúc-Bắt đầu
Adding this dependency would create a circular reference: {0},Thêm phụ thuộc này sẽ tạo tham chiếu vòng: {0}
Adding...,Đang thêm...
Address,Địa chỉ
Advanced,Nâng cao
All,Tất cả
All Active,Tất cả đang hoạt động
All Assignees,Tất cả người được phân công
All Categories,Tất cả danh mục
All caught up!,Đã cập nhật hết!
All Contexts,Tất cả ngữ cảnh
All day,Cả ngày
All day event,Sự kiện cả ngày
All fields,Tất cả trường
All Priorities,Tất cả mức ưu tiên
All Projects,Tất cả dự án
All Status,Tất cả trạng thái
All Statuses,Tất cả trạng thái
All task dependencies & relative dates,Tất cả phụ thuộc công việc và ngày tương đối
All Tasks,Tất cả công việc
All tasks across all projects.,Tất cả công việc trong mọi dự án.
All tasks are already linked,Tất cả công việc đã được liên kết
All team members,Tất cả thành viên nhóm
All Types,Tất cả loại
All Users,Tất cả người dùng
Allocated,Đã phân bổ
allocated,đã phân bổ
Allow users to log time against tasks,Cho phép người dùng ghi nhận thời gian cho công việc
Already exported to timesheet {0},Đã xuất sang bảng chấm công {0}
Already Migrated,Đã chuyển đổi
Anyone with access,Bất kỳ ai có quyền truy cập
anytime to show this help,bất cứ lúc nào để hiển thị trợ giúp này
App Updates,App Updates
Appearance,Giao diện
Apply,Áp dụng
Apply cascade?,Áp dụng lan truyền?
Apply Changes,Áp dụng thay đổi
Apply failed,Áp dụng thất bại
Apply Template,Áp dụng mẫu
Applying...,Đang áp dụng...
Appointment,Cuộc hẹn
Appointment and resource are required,Cuộc hẹn và nguồn lực là bắt buộc
Appointment name is required,Tên cuộc hẹn là bắt buộc
Appointment not found,Không tìm thấy cuộc hẹn
Appointment {0} not found,Không tìm thấy cuộc hẹn {0}
Apps,Ứng dụng
Archive,Lưu trữ
Archive Activity,Lưu trữ hoạt động
Archived,Đã lưu trữ
Are you sure you want to delete this activity data? This cannot be undone.,Bạn có chắc muốn xóa dữ liệu hoạt động này? Hành động này không thể hoàn tác.
Are you sure you want to delete this comment?,Bạn có chắc muốn xóa bình luận này?
Are you sure you want to delete this project?,Bạn có chắc muốn xóa dự án này?
Are you sure?,Bạn có chắc không?
Ascending -- click to reverse,Tăng dần -- nhấn để đảo ngược
Assign To,Phân công cho
Assign to Me,Phân công cho tôi
Assigned Contact,Liên hệ được phân công
Assigned To,Phân công cho
Assigned to,Phân công cho
Assigned to Me,Phân công cho tôi
Assignee,Người được phân công
Assignment,Phân công
Assignment History,Lịch sử phân công
Assignment name is required,Tên phân công là bắt buộc
Assignment {0} not found,Không tìm thấy phân công {0}
Assignments,Phân công
At least one action is required,Cần ít nhất một hành động
At least one event is required,Cần ít nhất một sự kiện
At least one event must be selected,Cần chọn ít nhất một sự kiện
Attachment,Tệp đính kèm
Attachments,Tệp đính kèm
Attendees,Người tham dự
"Audit trail, assignments, version history","Lịch sử thay đổi, phân công, lịch sử phiên bản"
Auto,Tự động
Auto Calculate Progress,Tự động tính tiến độ
Auto Set Missed Milestones,Tự động đánh dấu mốc quan trọng bị lỡ
Auto-shift dependents when dates change,Tự động dời các công việc phụ thuộc khi ngày thay đổi
Auto-Trail Start,Tự động dời ngày bắt đầu
Auto-Trail updated,Đã cập nhật tự động dời ngày
Automatically calculate project progress from task completion,Tự động tính tiến độ dự án từ mức hoàn thành công việc
Automatically mark milestones as missed when overdue,Tự động đánh dấu mốc quan trọng là bị lỡ khi quá hạn
Automation rule {0} not found,Không tìm thấy quy tắc tự động {0}
Automation: {0},Tự động: {0}
Availability,Khả dụng
Available,Sẵn sàng
Avatar updated successfully,Đã cập nhật ảnh đại diện thành công
Avg Progress,Tiến độ trung bình
Back,Quay lại
Back to Portal,Quay lại cổng thông tin
Back to Projects,Quay lại dự án
Beginner,Mới bắt đầu
Best regards,Trân trọng
Billable,Có thể tính phí
Billable Amount,Số tiền tính phí
Billable Hours,Giờ tính phí
Billable Rate,Đơn giá tính phí
Billing Rate,Đơn giá thanh toán
Blocked,Bị chặn
Both dates are needed to display task as a bar in Gantt chart,Cần cả hai ngày để hiển thị công việc dưới dạng thanh trên biểu đồ Gantt
Both doctype and docname are required,Cần cả doctype và docname
Both proposed start and end times are required,Cần cả thời gian bắt đầu và kết thúc đề xuất
Both task_name and depends_on are required,Cần cả task_name và depends_on
Breadcrumb,Đường dẫn
Brief description of the defect or damage,Mô tả ngắn về lỗi hoặc hư hỏng
Brief description of this template,Mô tả ngắn về mẫu này
Brief description of your request,Mô tả ngắn về yêu cầu của bạn
Brief project description,Mô tả ngắn về dự án
Budget,Ngân sách
Budget at risk,Ngân sách có rủi ro
Budget Burn Rate,Tốc độ tiêu ngân sách
Budget Status,Trạng thái ngân sách
Budget updated,Đã cập nhật ngân sách
Budget:,Ngân sách:
Bug,Lỗi
Burn Rate,Tốc độ tiêu dùng
Busy,Bận
By,Bởi
By Assignee,Theo người được phân công
By Group,Theo nhóm
By Milestone,Theo mốc quan trọng
By Priority,Theo mức ưu tiên
By Status,Theo trạng thái
Cancel,Hủy
Cancelled,Đã hủy
cannot be undone,không thể hoàn tác
Cannot delete client with {0} linked projects. Unlink projects first.,Không thể xóa khách hàng có {0} dự án liên kết. Hãy gỡ liên kết dự án trước.
Cannot delete project with {0} linked tasks. Delete tasks first.,Không thể xóa dự án có {0} công việc liên kết. Hãy xóa công việc trước.
Cannot delete resource with {0} active assignments. Complete or cancel them first.,Không thể xóa nguồn lực có {0} phân công đang hoạt động. Hãy hoàn thành hoặc hủy trước.
Cannot delete task with {0} subtasks. Delete subtasks first.,Không thể xóa công việc có {0} công việc con. Hãy xóa công việc con trước.
Capacity,Công suất
capacity,công suất
Capacity & Rates,Công suất và đơn giá
Capture project structure for reuse,Lưu cấu trúc dự án để tái sử dụng
Cascade,Lan truyền
Cascade Preview,Xem trước lan truyền
Category,Danh mục
Celebrate,Chúc mừng
Change,Thay đổi
Change History,Lịch sử thay đổi
Change Priority,Thay đổi mức ưu tiên
Change Status,Thay đổi trạng thái
Changes,Thay đổi
Changes appear when fields are modified.,Thay đổi hiển thị khi các trường được chỉnh sửa.
Check for new versions of Orga,Check for new versions of Orga
Check for Updates,Check for Updates
Checking...,Checking...
Checklist,Danh sách kiểm tra
Checklist item name is required,Tên mục kiểm tra là bắt buộc
Checklist item not found,Không tìm thấy mục kiểm tra
Checklist item title is required,Tiêu đề mục kiểm tra là bắt buộc
Checklist item {0} not found,Không tìm thấy mục kiểm tra {0}
Checklist item {0} not found in task,Không tìm thấy mục kiểm tra {0} trong công việc
Child,Con
Choose file to upload,Chọn tệp để tải lên
Circular dependency detected: {0},Phát hiện phụ thuộc vòng: {0}
Circular parent-child relationship detected,Phát hiện quan hệ cha-con vòng
Clear,Xóa
Clear all read,Xóa tất cả đã đọc
Clear date,Xóa ngày
Click on an activity from the list to view and manage its details.,Nhấn vào một hoạt động từ danh sách để xem và quản lý chi tiết.
Click the avatar to upload a new photo,Nhấn vào ảnh đại diện để tải lên ảnh mới
Click to add description...,Nhấn để thêm mô tả...
Click to add notes...,Nhấn để thêm ghi chú...
Click to assign contact,Nhấn để phân công liên hệ
Click to change status,Nhấn để thay đổi trạng thái
Click to change type,Nhấn để thay đổi loại
Click to edit,Nhấn để chỉnh sửa
Click to edit budget,Nhấn để chỉnh sửa ngân sách
Click to edit description,Nhấn để chỉnh sửa mô tả
Click to edit end date,Nhấn để chỉnh sửa ngày kết thúc
Click to edit milestone name,Nhấn để chỉnh sửa tên mốc quan trọng
Click to edit rate,Nhấn để chỉnh sửa đơn giá
Click to edit start date,Nhấn để chỉnh sửa ngày bắt đầu
Click to edit title,Nhấn để chỉnh sửa tiêu đề
Click to load,Nhấn để tải
Click to set group dependency...,Nhấn để đặt phụ thuộc nhóm...
Click to set group...,Nhấn để đặt nhóm...
Click to view,Nhấn để xem
Click to view at-risk projects,Nhấn để xem dự án có rủi ro
Click to view critical projects,Nhấn để xem dự án nghiêm trọng
Click to view healthy projects,Nhấn để xem dự án tốt
Client,Khách hàng
Client already has a portal user: {0},Khách hàng đã có tài khoản cổng: {0}
Client already has portal access,Khách hàng đã có quyền truy cập cổng
Client has no portal user to revoke,Khách hàng không có tài khoản cổng để thu hồi
Client link removed from project {0},Đã gỡ liên kết khách hàng khỏi dự án {0}
Client Portal,Cổng khách hàng
Client {0} deleted successfully,Đã xóa khách hàng {0} thành công
Close,Đóng
Close (Esc),Đóng (Esc)
Comment,Bình luận
comment,bình luận
Comment added,Đã thêm bình luận
Comment content is required,Nội dung bình luận là bắt buộc
Comment name is required,Tên bình luận là bắt buộc
Comment not found,Không tìm thấy bình luận
Comment removed,Đã xóa bình luận
Comment {0} not found in task,Không tìm thấy bình luận {0} trong công việc
Comments,Bình luận
comments,bình luận
Community Edition,Community Edition
Company,Công ty
Company name...,Tên công ty...
Complete,Hoàn thành
Completed,Đã hoàn thành
completed,đã hoàn thành
Completed Tasks,Công việc đã hoàn thành
Compliance,Tuân thủ
Configure default values for new projects and tasks,Cấu hình giá trị mặc định cho dự án và công việc mới
Configure email notification settings,Cấu hình cài đặt thông báo email
Confirm,Xác nhận
Contact deleted,Đã xóa liên hệ
Contact Details,Chi tiết liên hệ
Contact Information,Thông tin liên hệ
Contact name is required,Tên liên hệ là bắt buộc
Contact Support,Liên hệ hỗ trợ
Contact your project manager for more information.,Liên hệ người quản lý dự án để biết thêm thông tin.
Contact:,Liên hệ:
Contacts,Liên hệ
Context,Ngữ cảnh
Contractor,Nhà thầu
Cost estimate cannot be negative,Ước tính chi phí không được âm
Cost Impact,Ảnh hưởng chi phí
Cost Summary,Tóm tắt chi phí
Could not apply the template. Please try again.,Không thể áp dụng mẫu. Vui lòng thử lại.
Could not attach file to project,Không thể đính kèm tệp vào dự án
Could not change task priority,Không thể thay đổi mức ưu tiên công việc
Could not change task status,Không thể thay đổi trạng thái công việc
Could not delete the project. Please try again.,Không thể xóa dự án. Vui lòng thử lại.
Could not delete the task. Please try again.,Không thể xóa công việc. Vui lòng thử lại.
Could not delete the template.,Không thể xóa mẫu.
Could not duplicate the task. Please try again.,Không thể nhân bản công việc. Vui lòng thử lại.
Could not export the template.,Không thể xuất mẫu.
Could not import the template. Please check the file format.,Không thể nhập mẫu. Vui lòng kiểm tra định dạng tệp.
Could not link task to milestone,Không thể liên kết công việc với mốc quan trọng
Could not load document details.,Không thể tải chi tiết tài liệu.
Could not load task details,Không thể tải chi tiết công việc
Could not promote checklist item to task.,Không thể nâng cấp mục kiểm tra thành công việc.
Could not remove task from milestone,Không thể gỡ công việc khỏi mốc quan trọng
Could not save budget.,Không thể lưu ngân sách.
Could not save changes to the milestone,Không thể lưu thay đổi mốc quan trọng
Could not save changes to the task,Không thể lưu thay đổi công việc
Could not save description.,Không thể lưu mô tả.
Could not save end date.,Không thể lưu ngày kết thúc.
Could not save milestone name.,Không thể lưu tên mốc quan trọng.
Could not save start date.,Không thể lưu ngày bắt đầu.
Could not save the template. Please try again.,Không thể lưu mẫu. Vui lòng thử lại.
Could not save title.,Không thể lưu tiêu đề.
Could not update dependency mode.,Không thể cập nhật chế độ phụ thuộc.
Could not update milestone date,Không thể cập nhật ngày mốc quan trọng
Could not update project status.,Không thể cập nhật trạng thái dự án.
Could not update project type.,Không thể cập nhật loại dự án.
Could not update setting.,Không thể cập nhật cài đặt.
Could not update task dates,Không thể cập nhật ngày công việc
Could not update task status,Không thể cập nhật trạng thái công việc
Could not update the template.,Không thể cập nhật mẫu.
Create a copy of this task,Tạo bản sao của công việc này
Create Contact,Tạo liên hệ
Create Event,Tạo sự kiện
Create Milestone,Tạo mốc quan trọng
Create New Milestone,Tạo mốc quan trọng mới
Create New Task,Tạo công việc mới
Create Project,Tạo dự án
Create Task,Tạo công việc
Create tasks and milestones from a template,Tạo công việc và mốc quan trọng từ mẫu
Create your first project to get started.,Tạo dự án đầu tiên để bắt đầu.
Create your first task to start tracking work on this project.,Tạo công việc đầu tiên để bắt đầu theo dõi công việc trên dự án này.
Created,Đã tạo
Creating...,Đang tạo...
Critical,Nghiêm trọng
Critical Path,Đường găng
"Currency used for budgets, costs, and billing rates","Đơn vị tiền tệ dùng cho ngân sách, chi phí và đơn giá"
Current,Hiện tại
Current Assignments,Phân công hiện tại
Current scheduled time:,Thời gian đã lên lịch:
Currently running version,Currently running version
d lag,ngày trễ
Daily Availability,Khả dụng hàng ngày
Daily Hours,Giờ hàng ngày
Danger Zone,Vùng nguy hiểm
Dark,Tối
Dashboard,Bảng điều khiển
Date,Ngày
Date changes on this task will show cascade impact here,Thay đổi ngày trên công việc này sẽ hiển thị ảnh hưởng lan truyền ở đây
Date cleared,Đã xóa ngày
Date of Joining,Ngày gia nhập
Date updated,Đã cập nhật ngày
Dates,Ngày tháng
Dates cascaded,Đã lan truyền ngày
Dates will be relative to the project's start date.,Ngày sẽ tính tương đối so với ngày bắt đầu dự án.
Day,Ngày
day,ngày
days,ngày
Days before due date to send reminder,Số ngày trước hạn để gửi nhắc nhở
Days Overdue,Số ngày quá hạn
Days Remaining,Số ngày còn lại
Deadline,Hạn chót
Deadlines,Hạn chót
Decision,Quyết định
Decline,Từ chối
Declined,Đã từ chối
Default Currency,Đơn vị tiền tệ mặc định
Default hours per week for contact capacity planning,Số giờ mặc định mỗi tuần cho lập kế hoạch công suất liên hệ
Default Priority,Mức ưu tiên mặc định
Default Project Status,Trạng thái dự án mặc định
Default Task Status,Trạng thái công việc mặc định
Default task view,Chế độ xem công việc mặc định
Default Values,Giá trị mặc định
Default Weekly Capacity,Công suất tuần mặc định
Defaults,Mặc định
Defect Cost Impact,Ảnh hưởng chi phí lỗi
Defect name is required,Tên lỗi là bắt buộc
Defect Type,Loại lỗi
Defect {0} not found,Không tìm thấy lỗi {0}
Defects,Lỗi
Defects & Issues,Lỗi và vấn đề
Defects Resolved,Lỗi đã giải quyết
Delayed,Bị trễ
Delete,Xóa
Delete Activity Data,Xóa dữ liệu hoạt động
Delete all read notifications?,Xóa tất cả thông báo đã đọc?
Delete comment,Xóa bình luận
Delete Contact,Xóa liên hệ
Delete Event,Xóa sự kiện
Delete Event?,Xóa sự kiện?
Delete failed,Xóa thất bại
Delete file,Xóa tệp
Delete item,Xóa mục
Delete note,Xóa ghi chú
Delete Project,Xóa dự án
Delete Task,Xóa công việc
Delete this project,Xóa dự án này
Deleted,Đã xóa
"Deleted project ""{0}"" ({1} tasks, {2} milestones)","Đã xóa dự án ""{0}"" ({1} công việc, {2} mốc quan trọng)"
Deletes notes and preferences. Source document is not affected.,Xóa ghi chú và tùy chọn. Tài liệu gốc không bị ảnh hưởng.
Deleting...,Đang xóa...
Department,Phòng ban
Dependencies,Phụ thuộc
dependencies,phụ thuộc
Dependencies are informational only,Phụ thuộc chỉ mang tính tham khảo
dependency,phụ thuộc
Dependency already exists,Phụ thuộc đã tồn tại
Dependency Chain,Chuỗi phụ thuộc
Dependency created,Đã tạo phụ thuộc
Dependency mode updated,Đã cập nhật chế độ phụ thuộc
Dependency name is required,Tên phụ thuộc là bắt buộc
Dependency task {0} not found,Không tìm thấy công việc phụ thuộc {0}
Dependency {0} not found,Không tìm thấy phụ thuộc {0}
depends,phụ thuộc
Depends on Group,Phụ thuộc vào nhóm
Depends on task is required,Công việc phụ thuộc là bắt buộc
depends on...,phụ thuộc vào...
Descending -- click to reverse,Giảm dần -- nhấn để đảo ngược
Describe the defect in detail...,Mô tả lỗi chi tiết...
Description,Mô tả
Description updated,Đã cập nhật mô tả
Designation,Chức danh
"Detailed description of the defect, location, and impact","Mô tả chi tiết lỗi, vị trí và ảnh hưởng"
Details,Chi tiết
Discard timer,Hủy bộ đếm thời gian
Discussion,Thảo luận
Dismiss,Dismiss
Display,Hiển thị
Document,Tài liệu
Document attached to project,Đã đính kèm tài liệu vào dự án
Document final decision and rationale,Ghi lại quyết định cuối cùng và lý do
Documentation Review,Xem xét tài liệu
Documents,Tài liệu
Done,Xong
Download,Tải xuống
Drag to create dependency,Kéo để tạo phụ thuộc
Dry Run,Chạy thử
Dry Run Complete,Chạy thử hoàn tất
Due Date,Ngày đến hạn
Due date,Ngày đến hạn
Due Date (Earliest),Ngày đến hạn (sớm nhất)
Due date cannot be before start date,Ngày đến hạn không được trước ngày bắt đầu
Due date is in the past,Ngày đến hạn đã qua
Due Date Reminders,Nhắc nhở ngày đến hạn
Due Diligence,Thẩm định
Due Diligence Checklist,Danh sách kiểm tra thẩm định
Due This Week,Đến hạn tuần này
Due:,Hạn:
Duplicate events are not allowed,Không cho phép sự kiện trùng lặp
Duplicate failed,Nhân bản thất bại
Duplicate Task,Nhân bản công việc
Duration,Thời lượng
Duration Summary,Tóm tắt thời lượng
Duration:,Thời lượng:
e.g. Cracked wall finish in bathroom...,ví dụ: Nứt lớp hoàn thiện tường trong phòng tắm...
"e.g. Electrical, Plumbing...","ví dụ: Điện, Nước..."
Edit,Chỉnh sửa
Edit (E),Chỉnh sửa (E)
Edit dependency,Chỉnh sửa phụ thuộc
Edit Event,Chỉnh sửa sự kiện
Efficiency,Hiệu suất
Either dependency_name or depends_on is required,Cần dependency_name hoặc depends_on
Email,Email
Email invitations to all attendees,Gửi lời mời qua email cho tất cả người tham dự
Email is required to create portal user,Cần email để tạo tài khoản cổng
Email notifications,Thông báo qua email
Employee,Nhân viên
Employee DocType not available,DocType Nhân viên không khả dụng
Employee not found,Không tìm thấy nhân viên
Enable or disable optional features,Bật hoặc tắt các tính năng tùy chọn
Enable Time Tracking,Bật theo dõi thời gian
End,Kết thúc
End Date,Ngày kết thúc
End date,Ngày kết thúc
End Date cannot be before Start Date,Ngày kết thúc không được trước ngày bắt đầu
End date cannot be before start date,Ngày kết thúc không được trước ngày bắt đầu
End date updated,Đã cập nhật ngày kết thúc
End time was before start time. Adjusted to 1 hour after start.,Giờ kết thúc trước giờ bắt đầu. Đã điều chỉnh thành 1 giờ sau khi bắt đầu.
End:,Kết thúc:
Enter milestone name...,Nhập tên mốc quan trọng...
Enter project name,Nhập tên dự án
Enter task title...,Nhập tiêu đề công việc...
Enter template name,Nhập tên mẫu
Enter your note... Use @name to mention someone,Nhập ghi chú... Dùng @tên để nhắc đến ai đó
Error,Lỗi
Error loading activity,Lỗi khi tải hoạt động
Error loading contacts,Lỗi khi tải liên hệ
Error loading dashboard,Lỗi khi tải bảng điều khiển
Error loading project,Lỗi khi tải dự án
Error loading projects,Lỗi khi tải dự án
Error loading settings,Lỗi khi tải cài đặt
Error loading tasks,Lỗi khi tải công việc
Error loading templates,Lỗi khi tải mẫu
Est. Hours,Giờ ước tính
Estimated,Ước tính
Estimated Cost,Chi phí ước tính
Estimated Cost (€),Chi phí ước tính (€)
Estimated Hours,Giờ ước tính
Estimated:,Ước tính:
Evaluate potential risks and concerns,Đánh giá rủi ro và mối quan ngại tiềm ẩn
Event,Sự kiện
Event is required for event context,Sự kiện là bắt buộc cho ngữ cảnh sự kiện
Event is required when tracking context is 'event',Sự kiện là bắt buộc khi ngữ cảnh theo dõi là 'sự kiện'
Event Type,Loại sự kiện
Events,Sự kiện
Events not available. Please run: bench --site orga.localhost migrate,Sự kiện không khả dụng. Vui lòng chạy: bench --site orga.localhost migrate
Events:,Sự kiện:
Expert,Chuyên gia
Explain why you are proposing a different time...,Giải thích lý do bạn đề xuất thời gian khác...
Export,Xuất
Export failed,Xuất thất bại
Export JSON,Xuất JSON
Exported,Đã xuất
Exported to timesheet {0},Đã xuất sang bảng chấm công {0}
External,Bên ngoài
Failed to add item,Không thể thêm mục
Failed to add note,Không thể thêm ghi chú
Failed to add skill,Không thể thêm kỹ năng
Failed to apply cascade changes: {0},Không thể áp dụng thay đổi lan truyền: {0}
Failed to create defect,Không thể tạo lỗi
Failed to create dependency,Không thể tạo phụ thuộc
Failed to create event,Không thể tạo sự kiện
Failed to create milestone,Không thể tạo mốc quan trọng
Failed to create project,Không thể tạo dự án
Failed to create task,Không thể tạo công việc
Failed to create time log,Không thể tạo mục ghi thời gian
Failed to delete,Không thể xóa
Failed to delete comment,Không thể xóa bình luận
Failed to delete contact,Không thể xóa liên hệ
Failed to load,Không thể tải
Failed to load activity,Không thể tải hoạt động
Failed to load assignments,Không thể tải phân công
Failed to load contact,Không thể tải liên hệ
Failed to load dashboard data,Không thể tải dữ liệu bảng điều khiển
Failed to load defects,Không thể tải danh sách lỗi
Failed to load events,Không thể tải sự kiện
Failed to load project,Không thể tải dự án
Failed to load projects,Không thể tải dự án
Failed to load report data,Không thể tải dữ liệu báo cáo
Failed to load settings,Không thể tải cài đặt
Failed to load tasks,Không thể tải công việc
Failed to move task,Không thể di chuyển công việc
Failed to post comment,Không thể đăng bình luận
Failed to propose new time,Không thể đề xuất thời gian mới
Failed to remove item,Không thể xóa mục
Failed to remove skill,Không thể xóa kỹ năng
Failed to reorder milestones: {0},Không thể sắp xếp lại mốc quan trọng: {0}
Failed to reorder tasks: {0},Không thể sắp xếp lại công việc: {0}
Failed to reschedule dependent tasks: {0},Không thể lên lịch lại công việc phụ thuộc: {0}
Failed to save,Không thể lưu
Failed to save preferences,Không thể lưu tùy chọn
Failed to save settings,Không thể lưu cài đặt
Failed to submit request. Please try again.,Không thể gửi yêu cầu. Vui lòng thử lại.
Failed to update item,Không thể cập nhật mục
Failed to update priority,Không thể cập nhật mức ưu tiên
Failed to update task,Không thể cập nhật công việc
Failed to update tasks: {0},Không thể cập nhật công việc: {0}
Failed to upload avatar,Không thể tải lên ảnh đại diện
Feature,Tính năng
Features,Tính năng
FF (Finish-Finish),FF (Kết thúc-Kết thúc)
FF - Finish-to-Finish,FF - Kết thúc-Kết thúc
Field has been updated,Trường đã được cập nhật
Field name is required for 'Set Field Value' action,Tên trường là bắt buộc cho hành động 'Đặt giá trị trường'
Field {0} is not a Link field,Trường {0} không phải là trường Liên kết
Field {0} not found in {1},Không tìm thấy trường {0} trong {1}
File,Tệp
file,tệp
File does not belong to this task,Tệp không thuộc công việc này
File name is required,Tên tệp là bắt buộc
File uploaded,Đã tải lên tệp
File {0} not found,Không tìm thấy tệp {0}
Files,Tệp
files,tệp
Filter,Lọc
Final Decision,Quyết định cuối cùng
Finance,Tài chính
Financial,Tài chính
Finish-to-Finish,Kết thúc-Kết thúc
Finish-to-Start,Kết thúc-Bắt đầu
Flag,Đánh dấu
Flag for attention,Đánh dấu cần chú ý
Flagged,Đã đánh dấu
Focus Panel,Bảng tập trung
Follows your system preference. Currently:,Theo tùy chọn hệ thống của bạn. Hiện tại:
Frappe Project {0} not found,Không tìm thấy dự án Frappe {0}
Frappe Projects Migration,Chuyển đổi Frappe Projects
Frappe Projects module not available,Module Frappe Projects không khả dụng
Frappe Projects module not installed,Module Frappe Projects chưa cài đặt
Frappe Projects sync is not enabled,Đồng bộ Frappe Projects chưa được bật
Frappe Task DocType not found,Không tìm thấy DocType Tâche Frappe
Frappe Task has no project,Công việc Frappe không có dự án
Frappe Task {0} not found,Không tìm thấy công việc Frappe {0}
Fri,T6
From,Từ
From Template,Từ mẫu
FS (Finish-Start),FS (Kết thúc-Bắt đầu)
FS - Finish-to-Start (default),FS - Kết thúc-Bắt đầu (mặc định)
Full form view with audit trail,Xem biểu mẫu đầy đủ với lịch sử thay đổi
Full name,Họ tên
Gantt,Gantt
Gantt Chart,Biểu đồ Gantt
Gantt View,Chế độ xem Gantt
General Note,Ghi chú chung
Get started,Bắt đầu
Go back,Quay lại
Go Back,Go Back
Group by,Nhóm theo
Group dependency removed,Đã xóa phụ thuộc nhóm
Group dependency set,Đã đặt phụ thuộc nhóm
Group removed,Đã xóa nhóm
Group updated,Đã cập nhật nhóm
Hammock task dates are auto-calculated and cannot be changed manually,Ngày của công việc dạng võng được tính tự động và không thể thay đổi thủ công
Have a question or need assistance? Fill out the form below and our team will get back to you.,Có câu hỏi hoặc cần hỗ trợ? Điền vào biểu mẫu bên dưới và nhóm chúng tôi sẽ liên hệ lại.
Health,Sức khỏe
Healthy,Tốt
Hello {0},Xin chào {0}
Here's what's happening with your projects today.,Đây là những gì đang diễn ra với dự án của bạn hôm nay.
Hide,Ẩn
High,Cao
History,Lịch sử
Home,Trang chủ
Hourly Cost,Chi phí theo giờ
Hours,Giờ
hours,giờ
Hours Logged,Giờ đã ghi nhận
ID,Mã
Image must be smaller than 5 MB,Ảnh phải nhỏ hơn 5 MB
Import,Nhập
Import existing projects and tasks from Frappe Projects module,Nhập dự án và công việc hiện có từ module Frappe Projects
Import failed,Nhập thất bại
Import Template,Nhập mẫu
Imported,Đã nhập
in,trong
In Progress,Đang thực hiện
